distance_km,hour_of_day,day_of_week,month,priority,speed_kmh
5.815,19,6,5,Standard,13.4
3.003,20,4,4,Standard,9.32
27.375,7,3,3,Standard,24.26
2.711,21,2,2,Standard,18.59
1.329,18,2,2,Standard,28.48
2.493,20,5,2,Standard,10.01
0.654,2,5,6,Standard,13.38
3.559,19,3,5,Standard,8.19
2.42,18,4,6,Standard,13.99
1.487,18,3,4,Express,12.36
0.597,19,4,1,Standard,3.88
1.345,19,2,3,Standard,12.17
3.44,22,3,4,Standard,8.3
0.64,14,6,4,Express,9.66
1.185,23,3,2,Standard,10.36
3.252,10,5,1,Standard,21.72
2.583,1,6,1,Standard,15.29
9.393,8,1,3,Standard,18.74
2.849,6,2,1,Standard,18.85
3.991,1,5,6,Express,22.02
1.84,15,6,1,Standard,12.2
4.383,19,2,3,Express,13.56
6.409,23,4,2,Standard,25.13
1.504,9,4,6,Standard,11.52
3.21,18,2,3,Standard,8.76
3.955,9,4,1,Express,12.86
2.144,10,2,3,Standard,11.14
0.678,13,0,5,Standard,12.85
1.476,11,5,5,Standard,9.61
3.588,22,2,1,Express,18.64
0.978,12,6,3,Standard,9.8
2.899,14,5,2,Express,17.87
1.094,21,6,4,Standard,12.87
1.314,8,4,2,Standard,9.46
2.524,13,1,1,Standard,14.7
0.523,23,2,5,Standard,11.69
1.816,12,2,1,Standard,9.87
1.255,15,3,3,Express,7.58
2.339,21,3,6,Express,15.66
0.979,19,3,3,Standard,15.81
1.132,9,6,2,Standard,15.04
0.807,2,6,1,Standard,22.7
1.347,7,4,6,Standard,11.52
2.482,18,4,1,Standard,12.41
0.306,12,3,2,Standard,3.25
3.404,20,5,1,Standard,42.7
7.178,4,0,2,Standard,18.69
3.243,0,1,2,Express,23.08
1.395,18,2,3,Standard,6.68
2.102,22,0,4,Express,15.62
2.767,19,3,3,Standard,7.7
2.887,11,2,5,Standard,7.72
1.164,16,6,3,Standard,12.39
2.595,21,2,4,Standard,17.76
2.058,12,5,5,Standard,6.74
2.589,16,0,4,Express,13.36
3.967,14,5,4,Standard,6.17
1.184,7,4,6,Standard,10.39
9.088,13,0,5,Standard,19.26
0.402,16,2,5,Standard,6.34
0.916,9,3,6,Standard,12.64
1.79,16,4,6,Standard,9.56
1.206,20,1,2,Standard,15.84
1.521,12,4,5,Standard,8.93
2.399,12,2,4,Standard,10.69
4.381,20,6,5,Standard,22.6
1.107,15,1,4,Express,7.37
1.517,15,5,2,Standard,9.15
3.611,22,5,6,Express,12.75
1.821,1,2,3,Standard,12.93
2.006,8,4,3,Standard,12.24
9.832,12,1,6,Standard,14.15
2.23,7,0,6,Standard,13.42
3.86,8,2,1,Standard,6.99
2.45,12,5,1,Standard,18.08
3.841,9,6,3,Express,23.22
3.361,19,0,5,Express,16.45
2.569,13,1,3,Standard,5.24
2.28,18,6,2,Standard,17.36
2.21,9,5,5,Express,19.39
3.134,1,1,4,Standard,12.41
4.166,11,0,1,Standard,11.77
1.585,22,4,1,Standard,16.35
1.372,8,0,2,Standard,18.71
1.345,23,5,5,Standard,14.32
0.994,12,1,2,Standard,5.1
21.282,13,4,5,Standard,23.83
3.657,21,3,6,Standard,9.86
3.027,14,2,5,Standard,8.81
0.898,21,3,6,Standard,3.8
0.59,8,3,2,Standard,7.08
4.22,20,4,5,Standard,16.81
1.721,10,2,1,Express,7.18
1.454,23,4,5,Standard,22.08
0.479,22,6,5,Standard,6.03
1.708,8,4,2,Standard,6.51
1.812,21,2,6,Standard,14.12
1.053,23,6,3,Express,21.26
19.536,11,0,2,Standard,25.22
2.779,2,6,1,Standard,17.19
0.924,18,0,2,Express,20.24
4.268,22,0,5,Express,24.47
5.818,22,5,4,Standard,13.84
5.704,11,5,2,Standard,22.54
8.857,20,0,3,Express,32.73
2.293,18,1,4,Standard,7.18
4.733,0,5,5,Standard,17.07
1.414,11,1,5,Standard,9.79
1.295,14,0,2,Standard,9.57
0.955,8,5,2,Express,23.47
4.686,16,2,3,Standard,13.14
3.467,10,4,3,Standard,12.42
2.31,23,5,1,Standard,10.36
3.163,17,4,6,Express,14.84
0.927,20,2,4,Standard,15.1
2.398,6,2,6,Standard,18.81
0.778,21,6,2,Standard,19.86
1.82,19,4,2,Standard,10.08
0.681,12,3,3,Express,22.05
1.139,10,1,5,Express,13.08
2.204,21,3,4,Express,19.51
2.134,17,5,2,Standard,12.49
2.643,1,3,5,Standard,15.6
1.455,16,4,1,Standard,10.13
1.956,18,1,5,Standard,8.37
1.116,11,1,5,Standard,3.61
14.583,5,5,5,Standard,47.17
1.136,23,1,4,Standard,12.17
1.457,6,2,6,Standard,14.18
2.066,8,0,3,Standard,7.3
20.415,0,5,4,Standard,42.24
5.507,23,4,5,Express,15.93
1.008,8,4,2,Standard,15.44
6.582,18,4,6,Standard,14.41
5.065,22,5,5,Standard,13.64
0.786,8,4,6,Express,6.33
2.039,11,2,4,Standard,12.49
3.832,1,4,2,Standard,27.05
0.835,7,0,1,Standard,7.1
1.19,15,2,3,Standard,5.96
2.21,17,1,3,Standard,13.21
8.599,14,5,6,Standard,25.5
4.169,10,0,1,Express,21.64
1.993,16,3,1,Standard,10.62
5.336,0,5,4,Standard,10.78
22.696,17,6,2,Express,34.26
1.069,18,5,5,Standard,8.63
1.291,21,6,3,Standard,30.37
3.334,7,4,6,Standard,12.48
2.26,9,3,2,Standard,5.34
1.269,7,0,6,Standard,26.87
13.934,4,2,2,Standard,47.5
17.613,7,2,4,Standard,13.44
8.407,17,1,2,Standard,10.69
4.061,16,4,3,Standard,18.72
1.586,7,4,2,Standard,14.06
2.125,18,6,2,Standard,22.56
1.337,7,3,1,Standard,14.24
1.885,13,1,6,Express,10.77
9.07,15,0,3,Standard,26.0
1.078,18,3,1,Standard,8.15
0.602,11,1,5,Express,5.6
13.956,16,0,6,Standard,14.52
2.295,12,6,2,Standard,11.7
20.89,0,2,6,Standard,41.37
0.574,8,1,4,Express,10.55
3.027,16,5,5,Standard,14.12
4.332,5,1,5,Express,27.78
4.693,15,0,6,Express,13.13
1.376,23,6,5,Standard,18.08
1.564,19,4,1,Standard,10.73
2.781,23,3,5,Express,7.54
5.45,8,1,6,Standard,20.31
1.574,12,4,6,Standard,8.46
0.834,7,6,1,Standard,19.12
2.467,23,0,5,Standard,21.66
9.263,16,2,4,Standard,27.47
1.107,16,5,2,Standard,5.18
1.024,18,3,5,Express,15.27
1.31,5,2,6,Standard,21.73
0.672,15,5,5,Standard,4.77
19.608,4,6,4,Express,56.68
8.479,18,6,6,Standard,14.74
0.921,10,0,3,Standard,10.95
1.559,20,4,2,Express,9.73
15.162,19,3,1,Express,34.85
4.783,2,5,5,Standard,12.9
1.22,9,3,1,Express,6.15
0.554,8,5,4,Standard,28.49
1.163,11,1,5,Standard,3.76
5.78,1,5,3,Standard,28.39
2.587,8,4,1,Standard,20.07
2.135,0,4,1,Standard,14.31
1.421,13,0,3,Standard,21.77
5.426,10,3,6,Express,12.63
2.579,22,4,3,Standard,6.92
0.971,11,5,6,Express,7.95
0.904,9,4,3,Standard,10.82
6.152,20,1,1,Standard,16.82
3.057,0,4,6,Standard,17.7
1.127,23,4,6,Standard,31.94
0.965,12,4,4,Express,10.46
4.315,22,3,6,Standard,21.05
19.841,17,1,3,Standard,25.19
4.024,17,5,1,Standard,7.45
1.992,11,5,6,Standard,17.41
2.13,10,4,6,Express,12.48
0.461,14,6,1,Standard,15.09
2.611,8,4,4,Standard,9.53
1.285,19,1,3,Standard,11.15
0.372,12,6,3,Standard,12.29
2.461,11,5,5,Standard,14.84
3.609,23,6,6,Standard,10.6
1.477,16,2,3,Standard,5.19
1.187,13,2,4,Express,15.8
2.657,1,5,4,Standard,9.43
3.372,9,0,2,Standard,15.19
0.951,18,0,5,Standard,7.77
2.377,18,2,5,Standard,8.69
0.593,17,6,1,Standard,11.73
1.96,3,0,1,Standard,13.73
2.44,13,1,6,Standard,3.53
4.493,1,3,5,Standard,21.62
1.566,22,3,2,Express,13.96
3.8,18,5,1,Standard,18.82
2.937,18,0,3,Standard,10.61
1.005,8,4,6,Standard,12.7
5.214,14,4,1,Standard,14.8
7.631,23,6,5,Standard,25.89
1.593,23,3,2,Standard,10.66
2.605,18,3,1,Standard,10.3
4.602,20,6,5,Standard,15.95
5.316,21,4,5,Standard,14.29
22.613,19,3,6,Express,38.68
1.476,13,1,4,Standard,4.1
1.863,23,2,2,Standard,14.97
1.704,16,2,5,Express,19.43
5.444,13,5,3,Standard,21.99
1.711,21,3,6,Express,18.61
0.785,17,4,5,Standard,12.85
20.251,20,6,4,Standard,23.5
1.18,11,2,5,Express,4.62
1.841,19,5,5,Standard,14.93
0.758,22,3,4,Standard,15.67
2.217,13,2,4,Express,8.94
2.454,12,5,5,Express,32.51
2.056,10,1,4,Standard,8.5
8.36,22,0,3,Standard,14.8
1.49,9,2,5,Standard,9.55
3.059,23,6,5,Express,17.22
4.449,23,0,4,Standard,14.16
1.35,11,3,2,Standard,5.98
0.994,11,2,4,Standard,5.07
0.795,9,6,1,Standard,13.63
1.851,8,5,2,Express,12.25
0.479,13,3,1,Standard,5.58
3.625,7,5,2,Standard,36.76
1.914,12,0,3,Standard,8.75
2.735,18,3,1,Standard,13.68
1.088,8,3,6,Standard,6.01
0.807,9,5,5,Standard,19.11
2.043,15,4,6,Standard,5.42
1.843,23,0,4,Standard,16.63
1.69,23,2,4,Standard,9.25
7.122,15,1,5,Standard,9.18
7.744,0,3,2,Standard,24.35
1.914,11,0,3,Standard,9.36
1.951,16,4,6,Standard,8.49
1.98,19,5,5,Express,7.91
1.728,2,4,1,Standard,15.32
1.954,13,1,6,Standard,12.34
2.943,0,2,4,Standard,18.3
3.159,20,3,4,Standard,8.59
1.488,22,1,3,Express,23.64
9.466,18,3,3,Standard,17.49
1.629,20,1,2,Standard,9.3
2.362,8,6,4,Express,18.27
0.604,17,2,3,Standard,20.52
1.125,11,3,3,Express,9.48
2.738,10,1,2,Standard,14.29
12.434,15,4,2,Standard,17.61
2.026,11,2,4,Standard,6.26
1.558,11,3,2,Express,7.02
2.56,23,2,3,Standard,26.41
0.926,12,5,6,Express,19.1
4.38,23,3,5,Express,18.68
2.726,22,2,4,Express,15.32
7.214,20,5,4,Express,10.66
8.597,22,5,4,Standard,23.36
1.032,10,2,6,Express,23.4
3.439,18,1,6,Standard,23.36
0.837,20,5,1,Standard,8.26
1.675,13,2,1,Standard,14.36
18.311,18,1,6,Standard,15.52
6.827,17,6,4,Express,16.74
1.98,1,5,1,Express,17.47
2.51,23,5,6,Standard,20.22
1.681,18,4,6,Express,13.9
19.152,15,6,4,Standard,22.7
2.115,15,1,5,Standard,13.57
3.521,18,2,1,Express,12.31
2.203,22,6,6,Express,17.6
2.185,12,4,1,Standard,9.65
1.529,23,2,5,Standard,11.74
3.256,12,1,5,Standard,8.09
3.868,4,5,4,Standard,18.79
1.955,22,6,1,Standard,25.88
12.136,22,0,2,Standard,27.17
1.953,22,3,1,Standard,9.59
2.947,21,3,6,Standard,15.22
2.019,8,2,4,Express,16.14
1.32,13,3,3,Standard,6.67
2.174,19,0,1,Express,27.86
1.312,9,5,4,Standard,14.81
8.575,15,1,4,Standard,22.21
4.668,7,2,2,Express,25.54
2.354,20,5,3,Standard,8.04
3.348,18,6,6,Express,18.8
4.97,22,1,5,Standard,18.24
3.585,23,1,5,Standard,9.77
1.17,13,4,5,Standard,4.28
0.57,17,4,3,Standard,5.23
2.562,21,2,6,Standard,9.26
4.364,11,6,4,Standard,19.32
0.467,1,6,3,Express,25.7
11.912,2,2,5,Express,32.76
6.941,8,1,1,Express,37.13
1.873,13,6,5,Standard,12.13
1.467,5,3,4,Standard,14.96
3.047,19,6,1,Standard,17.66
4.184,20,3,5,Standard,15.42
2.022,10,6,4,Express,9.85
1.142,18,0,3,Standard,7.74
4.019,21,0,3,Standard,17.86
1.173,12,2,1,Standard,7.51
1.917,12,4,2,Standard,17.08
1.68,19,0,3,Express,17.85
0.703,11,2,6,Standard,7.21
2.617,8,4,4,Standard,8.77
19.754,17,1,5,Express,33.62
1.346,18,1,3,Standard,19.7
9.873,10,3,5,Express,12.63
3.374,13,3,6,Standard,9.01
7.22,14,6,6,Standard,24.48
3.854,20,3,3,Standard,13.89
2.925,16,3,2,Standard,14.96
2.664,11,3,6,Standard,8.96
2.419,1,1,2,Standard,13.74
2.842,20,0,2,Express,15.19
1.83,16,3,2,Express,10.49
3.055,19,5,1,Standard,13.36
6.284,23,6,5,Standard,18.35
1.264,17,4,3,Standard,4.46
1.265,0,3,1,Standard,15.75
1.046,13,4,2,Standard,17.35
0.789,13,6,1,Standard,13.2
1.962,18,0,1,Standard,4.96
1.175,23,1,6,Standard,6.53
1.579,18,3,3,Standard,10.7
4.795,12,3,6,Standard,6.67
1.337,7,1,4,Standard,15.73
2.046,0,6,4,Standard,23.83
1.181,21,4,5,Standard,6.14
2.044,22,0,5,Standard,14.48
0.911,12,4,6,Standard,3.66
7.817,22,4,4,Standard,14.78
4.285,19,0,5,Express,15.04
3.425,20,4,5,Standard,23.62
2.196,11,3,1,Standard,10.4
1.821,18,0,3,Express,24.94
2.1,3,2,1,Express,43.93
1.414,22,0,6,Standard,21.95
0.478,17,5,1,Standard,12.83
7.634,0,0,3,Standard,35.51
1.221,14,1,2,Standard,6.84
19.985,18,3,5,Express,30.77
1.631,8,2,1,Standard,5.3
1.183,19,2,4,Standard,22.53
4.833,22,0,3,Standard,19.12
17.248,0,1,2,Standard,24.04
2.731,19,6,5,Standard,13.71
1.983,20,4,6,Standard,12.5
1.231,7,1,1,Standard,8.52
0.953,15,5,3,Express,3.54
1.126,17,0,5,Express,16.18
8.104,2,2,1,Standard,43.94
1.176,20,4,2,Standard,8.87
2.277,0,0,3,Express,16.79
7.46,18,6,4,Standard,24.98
5.006,18,4,2,Standard,16.87
3.35,19,6,2,Standard,8.17
2.716,23,5,2,Standard,16.03
1.32,19,5,6,Standard,6.83
1.081,1,1,1,Standard,12.09
2.404,9,0,5,Standard,10.27
2.107,5,5,6,Standard,17.85
7.731,21,2,1,Standard,16.65
9.819,11,1,4,Express,33.41
1.169,12,1,5,Standard,9.46
2.925,22,1,5,Standard,12.27
1.69,21,3,6,Express,10.25
2.498,19,2,3,Standard,14.16
4.911,18,4,3,Standard,15.3
1.946,16,1,3,Express,11.71
1.312,21,6,5,Standard,12.59
1.527,17,0,5,Standard,4.93
0.556,15,2,4,Express,8.71
19.597,10,3,6,Standard,29.47
0.93,12,3,5,Standard,19.25
7.286,19,6,1,Standard,22.48
12.173,19,4,3,Standard,20.88
2.826,22,5,1,Express,27.91
2.046,19,2,6,Standard,16.59
1.262,19,1,4,Standard,8.14
0.823,16,0,3,Standard,16.36
2.755,21,3,5,Standard,19.33
13.456,12,2,1,Standard,38.88
0.59,9,1,3,Standard,1.87
7.153,8,5,5,Standard,11.3
2.42,15,1,3,Standard,9.01
8.296,10,4,4,Express,22.72
1.154,22,6,4,Express,14.18
1.684,8,1,5,Express,12.36
3.132,21,2,6,Standard,19.11
10.212,0,2,1,Standard,37.36
2.245,22,5,5,Express,25.97
4.453,14,3,6,Standard,9.66
1.219,13,3,2,Standard,25.82
2.768,18,1,2,Standard,14.11
1.987,5,4,4,Standard,26.79
1.049,16,4,3,Standard,3.44
4.721,7,3,1,Standard,10.13
1.109,8,2,2,Express,21.93
3.116,12,3,4,Standard,9.6
2.11,23,0,4,Standard,15.04
0.756,13,0,2,Standard,5.08
1.646,21,5,4,Standard,7.48
1.876,8,2,6,Standard,6.37
1.85,11,1,4,Standard,10.9
2.369,11,2,4,Standard,6.84
1.079,5,5,2,Standard,28.99
1.034,19,0,6,Express,16.8
1.957,13,0,5,Standard,11.7
13.953,12,6,6,Express,33.48
3.289,20,5,1,Standard,11.21
2.918,8,4,5,Standard,8.98
1.572,21,4,1,Standard,22.55
6.906,21,2,3,Standard,20.72
8.557,15,3,3,Standard,17.67
0.498,14,2,2,Express,5.3
0.807,7,4,5,Standard,15.14
1.704,19,3,3,Standard,6.72
0.802,8,2,1,Standard,3.13
1.202,11,5,5,Standard,9.13
8.278,22,4,5,Standard,30.35
1.493,8,2,6,Express,10.59
3.083,9,2,4,Express,7.22
1.785,9,4,3,Standard,5.23
0.683,13,4,4,Standard,10.07
3.491,6,3,6,Standard,25.81
3.18,8,2,3,Standard,15.47
2.949,20,0,5,Express,19.82
6.894,18,5,3,Standard,21.52
3.399,14,0,6,Standard,7.49
6.078,15,2,5,Standard,16.59
0.707,9,0,5,Standard,18.31
0.782,3,6,4,Express,27.77
0.312,8,0,3,Express,7.47
1.001,18,2,3,Standard,4.12
4.919,13,6,2,Standard,12.85
0.922,19,3,2,Standard,3.85
5.772,22,6,5,Standard,26.34
5.74,14,6,4,Standard,15.32
1.631,21,2,3,Standard,15.13
0.852,8,3,6,Standard,5.32
1.459,10,0,2,Standard,11.1
2.249,21,5,2,Standard,13.63
0.913,1,5,4,Standard,13.42
1.098,18,6,6,Standard,16.0
1.876,8,1,5,Standard,6.88
1.051,4,5,1,Express,15.42
1.376,13,5,5,Standard,13.0
2.958,6,2,4,Standard,15.94
8.211,4,0,4,Express,48.24
2.951,0,4,5,Express,20.66
9.477,19,4,1,Express,37.81
19.922,8,0,4,Standard,28.55
4.104,20,1,3,Standard,15.73
2.512,11,0,5,Standard,6.46
1.774,21,0,5,Standard,12.31
3.501,12,2,5,Express,6.8
1.968,23,6,3,Standard,26.64
1.938,23,1,5,Standard,22.66
0.764,8,1,6,Standard,3.42
1.235,14,0,4,Standard,7.92
2.8,14,2,1,Express,12.19
2.283,13,1,2,Standard,9.33
2.166,14,0,1,Express,8.18
0.786,14,2,3,Standard,4.17
6.34,10,0,6,Standard,13.08
2.937,9,3,5,Standard,10.53
5.573,21,3,5,Standard,20.75
2.07,19,6,6,Standard,20.31
2.614,13,6,6,Standard,12.43
9.53,8,2,1,Express,20.53
0.555,13,0,3,Standard,12.5
1.859,22,2,4,Express,19.9
5.048,20,6,6,Standard,8.41
1.672,20,2,1,Standard,12.81
2.998,11,1,4,Express,7.63
1.058,14,5,5,Standard,9.77
0.897,16,3,4,Standard,9.94
21.272,20,4,6,Standard,26.15
0.821,9,4,6,Standard,16.98
0.974,12,3,3,Standard,4.28
17.671,11,6,4,Standard,35.5
0.878,17,6,5,Standard,10.9
3.04,19,1,6,Express,20.76
2.485,20,2,6,Express,27.57
6.565,0,3,5,Standard,29.43
0.967,12,5,5,Standard,12.39
1.926,20,1,1,Standard,13.54
2.988,14,1,1,Express,21.29
2.821,19,4,6,Standard,10.26
2.321,16,5,1,Standard,22.64
1.23,14,3,4,Standard,11.74
2.574,19,2,5,Express,11.78
0.971,17,2,5,Express,6.23
1.998,22,5,3,Standard,9.44
3.647,16,1,2,Standard,11.04
1.583,19,6,5,Standard,9.88
1.808,11,6,3,Standard,11.77
3.437,21,5,2,Standard,7.19
1.508,16,1,4,Standard,14.71
1.886,2,4,6,Standard,13.34
11.063,17,0,4,Standard,18.32
2.034,9,2,3,Standard,7.29
1.75,15,0,4,Standard,7.44
1.107,8,6,4,Standard,19.93
3.869,6,1,6,Standard,21.26
3.06,15,4,6,Standard,11.97
2.264,19,1,4,Standard,12.43
1.435,1,5,1,Standard,10.25
0.827,17,5,2,Standard,11.77
3.326,10,3,5,Standard,10.66
1.233,13,3,6,Standard,3.57
2.083,8,1,3,Standard,13.39
22.209,0,3,6,Standard,44.99
1.509,5,1,3,Express,20.62
2.005,21,3,2,Standard,13.64
3.627,22,6,2,Standard,18.71
3.885,22,4,5,Standard,10.32
11.167,19,4,4,Standard,21.6
0.831,19,2,1,Standard,24.92
2.772,16,3,4,Standard,10.09
2.897,15,3,3,Standard,10.46
12.314,22,4,4,Standard,32.84
1.609,18,1,4,Standard,7.88
10.849,21,3,4,Standard,27.52
1.651,22,1,4,Express,19.56
1.734,10,6,3,Standard,14.39
1.817,5,6,5,Express,25.89
1.634,21,0,6,Standard,7.05
1.282,13,4,4,Standard,5.25
9.501,14,6,3,Express,9.98
1.463,21,4,3,Standard,12.19
5.055,10,3,1,Standard,13.49
2.914,15,6,2,Standard,19.68
0.774,14,2,3,Standard,5.99
1.26,6,1,2,Express,17.49
1.226,14,0,2,Standard,9.96
4.441,19,2,4,Express,17.88
3.056,23,4,5,Standard,18.56
1.816,21,4,4,Standard,11.63
1.249,18,6,3,Standard,15.78
2.168,18,1,3,Express,16.46
4.348,6,4,2,Standard,20.46
1.986,19,2,4,Standard,11.44
2.775,23,5,1,Standard,19.78
0.771,12,2,2,Express,13.74
0.873,18,5,5,Standard,6.05
0.661,14,0,2,Standard,13.83
1.26,21,1,1,Standard,9.95
1.194,15,2,3,Express,14.57
0.554,9,0,3,Express,10.09
1.724,11,0,2,Express,7.89
1.362,16,5,2,Standard,12.9
1.004,7,3,3,Standard,9.29
5.577,11,1,6,Standard,7.9
1.373,12,3,3,Standard,3.41
1.196,11,1,2,Standard,5.58
0.969,11,3,1,Standard,5.67
9.203,10,4,4,Standard,13.41
1.319,19,0,3,Standard,10.23
0.914,21,6,6,Express,18.82
3.468,17,4,1,Express,6.46
1.321,23,1,5,Standard,11.92
3.253,11,5,2,Standard,19.88
1.626,12,0,5,Standard,8.5
0.488,17,3,5,Standard,5.96
2.228,20,4,4,Standard,6.54
14.445,20,3,3,Standard,28.22
1.734,20,3,6,Express,11.88
3.234,21,1,1,Express,24.72
0.706,19,4,1,Express,6.66
2.251,6,1,6,Standard,15.8
5.908,2,2,3,Standard,23.22
1.305,14,4,6,Standard,9.76
2.408,17,0,2,Standard,20.45
9.447,18,3,1,Standard,13.11
6.846,0,1,3,Express,23.3
2.373,10,6,6,Standard,7.87
0.802,11,6,3,Express,12.81
5.57,13,6,5,Standard,14.52
1.421,9,4,4,Standard,8.14
2.019,1,6,2,Standard,14.63
20.234,19,4,3,Standard,44.63
1.05,18,1,6,Standard,8.4
2.797,19,5,2,Standard,15.1
1.905,11,2,5,Standard,6.48
1.641,15,1,2,Standard,10.44
2.785,16,1,3,Express,6.86
1.089,8,1,5,Standard,11.42
4.366,7,0,2,Express,15.87
1.049,6,0,2,Standard,30.47
1.991,15,1,5,Standard,9.4
2.267,17,6,5,Standard,16.52
1.63,15,6,4,Express,19.05
0.896,3,6,5,Standard,11.28
2.907,20,4,4,Standard,11.83
1.262,14,1,1,Standard,16.7
6.088,9,3,4,Standard,12.41
0.796,10,0,1,Standard,13.2
1.1,17,5,4,Express,8.22
5.076,21,4,1,Standard,12.99
1.104,17,3,6,Standard,9.56
7.538,17,2,5,Standard,9.61
3.24,6,4,4,Standard,15.45
8.554,4,5,3,Express,19.29
1.8,18,2,4,Standard,7.7
3.38,19,2,6,Standard,16.85
4.288,19,0,1,Standard,13.3
1.335,9,3,2,Standard,5.54
1.223,10,2,1,Standard,4.43
2.137,3,4,3,Express,23.61
3.925,7,3,1,Standard,16.82
3.884,10,1,1,Standard,10.14
0.828,3,5,6,Standard,10.28
4.173,22,4,1,Express,14.4
2.876,17,6,2,Standard,8.06
1.397,21,0,6,Standard,11.73
0.638,12,5,5,Standard,7.34
0.763,7,0,6,Standard,10.14
1.1,20,3,2,Standard,11.13
2.966,0,1,6,Express,18.73
1.253,17,2,2,Standard,11.11
1.326,7,2,5,Standard,13.79
1.275,1,5,1,Express,17.24
1.448,11,0,1,Express,13.25
0.681,15,1,3,Express,15.58
2.366,13,1,2,Standard,12.81
1.765,9,0,1,Express,12.36
1.258,23,3,3,Standard,19.03
0.879,14,1,5,Standard,8.86
2.421,8,6,5,Standard,19.2
0.998,3,6,3,Express,13.98
0.733,5,2,2,Standard,16.7
18.942,7,4,1,Standard,43.21
1.004,23,0,2,Express,38.05
3.724,20,1,5,Standard,16.35
3.565,15,6,5,Standard,11.59
2.285,21,2,1,Standard,10.1
14.267,4,3,5,Standard,31.18
9.68,13,6,6,Standard,15.08
0.8,17,0,3,Express,12.36
1.301,7,5,1,Standard,6.79
1.093,18,6,3,Standard,8.42
1.124,14,5,1,Standard,15.74
2.837,8,3,6,Standard,8.94
5.846,22,5,2,Standard,14.11
0.738,20,5,5,Standard,13.84
9.808,12,1,1,Standard,26.33
6.807,23,4,4,Express,30.79
1.311,9,4,1,Standard,10.49
6.088,14,4,6,Standard,14.1
3.664,16,1,6,Standard,10.68
2.177,0,5,6,Standard,18.14
3.448,1,2,3,Standard,21.93
2.84,9,2,4,Standard,8.35
4.738,15,5,2,Standard,12.98
2.833,17,2,2,Standard,6.69
8.747,17,1,3,Standard,35.74
3.968,9,5,5,Standard,13.98
1.477,23,4,4,Standard,9.36
9.25,16,0,6,Express,17.51
4.487,13,6,4,Standard,9.97
1.786,19,0,2,Standard,4.14
0.686,14,1,2,Express,9.36
5.723,7,5,4,Express,25.9
1.406,12,4,3,Standard,12.32
0.704,12,2,4,Standard,4.21
1.303,11,6,3,Standard,9.89
2.602,13,5,2,Standard,8.27
3.436,18,6,1,Standard,12.7
1.581,0,5,5,Express,8.87
2.497,20,2,1,Standard,8.31
2.502,1,1,3,Standard,11.64
1.842,17,0,2,Standard,8.59
6.227,16,6,1,Standard,11.9
2.333,20,5,4,Standard,7.27
3.781,19,5,4,Standard,10.23
6.453,8,4,4,Standard,16.17
5.184,14,5,5,Standard,18.85
5.369,20,4,4,Standard,17.8
1.007,6,2,2,Standard,14.8
1.466,17,4,4,Standard,10.7
3.91,15,6,4,Standard,17.51
4.392,18,5,3,Express,11.01
2.205,17,1,4,Standard,13.97
1.661,21,1,3,Express,12.02
8.888,13,3,5,Standard,12.74
2.775,20,6,3,Express,15.75
2.163,23,2,3,Express,23.38
2.305,0,6,4,Standard,9.47
4.16,19,3,6,Express,15.53
0.495,15,3,1,Standard,5.34
1.571,21,0,1,Standard,12.82
5.337,16,0,6,Standard,21.04
5.54,13,1,1,Standard,13.07
1.643,18,4,4,Standard,10.85
1.4,22,5,5,Standard,29.83
1.017,13,6,1,Standard,12.93
2.59,19,6,4,Standard,25.33
2.095,14,5,2,Standard,7.61
1.077,13,0,3,Standard,6.92
0.424,20,1,5,Standard,7.2
6.066,3,6,3,Standard,26.76
1.006,21,5,5,Standard,11.35
1.369,7,4,4,Standard,13.32
7.248,1,2,6,Standard,18.55
2.985,16,3,4,Standard,8.22
6.45,22,0,2,Standard,12.62
3.511,17,0,3,Standard,20.55
1.063,11,4,2,Standard,14.23
3.96,0,5,4,Standard,11.12
2.411,7,0,6,Standard,11.59
1.076,23,3,5,Standard,17.37
3.937,20,3,1,Standard,12.98
14.278,1,4,6,Standard,41.15
2.154,12,3,2,Express,14.77
8.08,2,5,4,Standard,21.15
1.156,22,2,3,Standard,3.99
2.447,18,0,5,Express,8.87
3.303,22,3,4,Express,11.89
1.19,18,2,2,Express,13.4
1.014,15,0,2,Express,8.45
1.126,14,5,4,Standard,12.78
3.45,8,0,6,Standard,11.48
2.056,18,0,4,Standard,6.2
19.887,5,2,6,Standard,45.69
0.86,18,4,2,Standard,7.08
1.849,8,0,5,Standard,17.57
20.928,8,3,1,Standard,16.87
0.564,23,5,4,Standard,15.49
0.874,13,0,1,Standard,20.17
2.578,9,2,6,Standard,11.49
0.808,16,1,5,Standard,6.67
1.922,15,6,4,Express,11.56
0.74,9,5,6,Standard,7.24
5.685,7,2,6,Standard,16.05
7.363,20,2,3,Standard,27.22
0.458,14,5,2,Standard,7.67
0.947,23,2,6,Standard,15.15
3.499,21,2,3,Express,20.01
7.276,23,3,6,Standard,14.44
2.484,23,5,6,Express,25.55
0.86,23,2,4,Standard,7.07
4.558,12,5,2,Standard,18.8
1.324,8,2,6,Standard,10.03
1.878,17,5,5,Standard,8.11
1.245,0,6,4,Standard,23.97
0.648,14,6,3,Standard,6.59
2.133,19,4,2,Standard,8.91
1.478,22,3,4,Standard,13.47
1.927,13,2,5,Standard,4.38
